0.176250E+01	0.262400E-02
0.226250E+01	0.553730E-01
0.276250E+01	0.198330E+00
0.326250E+01	0.330893E+00
0.376250E+01	0.481346E+00
0.426250E+01	0.603741E+00
0.476250E+01	0.693488E+00
0.526250E+01	0.760973E+00
0.576250E+01	0.811273E+00
0.626250E+01	0.849513E+00
0.676250E+01	0.876895E+00
0.726250E+01	0.898718E+00
0.776250E+01	0.914991E+00
0.826250E+01	0.927939E+00
0.876250E+01	0.936449E+00
0.926250E+01	0.940426E+00
0.976250E+01	0.940202E+00
0.102625E+02	0.934260E+00
0.107625E+02	0.922633E+00
0.112625E+02	0.905621E+00
0.117625E+02	0.883706E+00
0.122625E+02	0.857285E+00
0.127625E+02	0.827703E+00
0.132625E+02	0.795672E+00
0.137625E+02	0.760890E+00
0.142625E+02	0.726478E+00
0.147625E+02	0.690677E+00
0.152625E+02	0.655855E+00
0.157625E+02	0.619505E+00
0.162625E+02	0.586316E+00
0.167625E+02	0.553709E+00
0.172625E+02	0.522636E+00
0.177625E+02	0.492314E+00
0.182625E+02	0.463407E+00
0.187625E+02	0.437320E+00
0.192625E+02	0.412023E+00
0.197625E+02	0.387692E+00
0.202625E+02	0.365252E+00
0.207625E+02	0.344114E+00
0.212625E+02	0.324707E+00
0.217625E+02	0.306571E+00
0.222625E+02	0.288712E+00
0.227625E+02	0.272170E+00
0.232625E+02	0.256876E+00
0.237625E+02	0.243348E+00
0.242625E+02	0.229654E+00
0.247625E+02	0.217442E+00
0.252625E+02	0.206335E+00
0.257625E+02	0.194843E+00
0.262625E+02	0.184691E+00
0.267625E+02	0.175147E+00
0.272625E+02	0.166008E+00
0.277625E+02	0.157974E+00
0.282625E+02	0.150300E+00
0.287625E+02	0.142634E+00
0.292625E+02	0.135794E+00
0.297625E+02	0.129087E+00
0.302625E+02	0.123465E+00
0.307625E+02	0.117430E+00
0.312625E+02	0.111635E+00
0.317625E+02	0.107041E+00
0.322625E+02	0.102395E+00
0.327625E+02	0.975630E-01
0.332625E+02	0.929580E-01
0.337625E+02	0.893900E-01
0.342625E+02	0.853540E-01
0.347625E+02	0.815330E-01
0.352625E+02	0.779820E-01
0.357625E+02	0.751340E-01
0.362625E+02	0.716630E-01
0.367625E+02	0.687450E-01
0.372625E+02	0.658230E-01
0.377625E+02	0.633740E-01
0.382625E+02	0.608110E-01
0.387625E+02	0.585110E-01
0.392625E+02	0.562420E-01
0.397625E+02	0.539530E-01
0.402625E+02	0.525580E-01
0.407625E+02	0.498470E-01
0.412625E+02	0.484320E-01
0.417625E+02	0.467640E-01
0.422625E+02	0.448510E-01
0.427625E+02	0.432550E-01
0.432625E+02	0.417640E-01
0.437625E+02	0.403240E-01
0.442625E+02	0.386670E-01
0.447625E+02	0.373110E-01
0.452625E+02	0.362920E-01
0.457625E+02	0.352910E-01
0.462625E+02	0.337560E-01
0.467625E+02	0.330600E-01
0.472625E+02	0.316150E-01
0.477625E+02	0.305940E-01
0.482625E+02	0.295430E-01
0.487625E+02	0.284660E-01
0.492625E+02	0.276150E-01
0.497625E+02	0.265850E-01
0.502625E+02	0.259790E-01
0.507625E+02	0.253790E-01
0.512625E+02	0.246340E-01
0.517625E+02	0.235900E-01
0.522625E+02	0.232480E-01
0.527625E+02	0.221480E-01
0.532625E+02	0.216040E-01
0.537625E+02	0.210550E-01
0.542625E+02	0.205460E-01
0.547625E+02	0.196800E-01
0.552625E+02	0.193020E-01
0.557625E+02	0.186960E-01
0.562625E+02	0.182910E-01
0.567625E+02	0.176220E-01
0.572625E+02	0.172640E-01
0.577625E+02	0.167330E-01
0.582625E+02	0.163050E-01
0.587625E+02	0.157420E-01
0.592625E+02	0.154830E-01
0.597625E+02	0.151280E-01
